,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,total_minutes,total_charge,total_calls,average_call_length,average_charge,customer_service_calls,churn,state_AL,state_AR,state_AZ,state_CA,state_CO,state_CT,state_DC,state_DE,state_FL,state_GA,state_HI,state_IA,state_ID,state_IL,state_IN,state_KS,state_KY,state_LA,state_MA,state_MD,state_ME,state_MI,state_MN,state_MO,state_MS,state_MT,state_NC,state_ND,state_NE,state_NH,state_NJ,state_NM,state_NV,state_NY,state_OH,state_OK,state_OR,state_PA,state_RI,state_SC,state_SD,state_TN,state_TX,state_UT,state_VA,state_VT,state_WA,state_WI,state_WV,state_WY
526,30,510,391,0,0,0.0,0.6482326111744584,0.5333333333333333,0.6482226693494298,0.5017871872422326,0.5882352941176471,0.5017793594306049,0.45320064550833783,0.7112676056338029,0.45367603108188886,0.625,0.15,0.6259259259259259,0.5490261361744632,0.5906856050259491,0.5955555555555555,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,95,415,379,0,1,0.43137254901960786,0.11659064994298744,0.7636363636363637,0.1165325285043595,0.36678581248281555,0.5294117647058824,0.3668715626011,0.6481979558902635,0.4084507042253521,0.6485355648535566,0.595,0.35,0.5944444444444444,0.27651073747294824,0.14285714285714288,0.5466666666666666,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,46,415,384,0,0,0.0,0.3557582668187001,0.806060606060606,0.35580147551978536,0.4324993126202915,0.8411764705882353,0.4325461015852475,0.47364174287251215,0.2746478873239437,0.47399880454273763,0.43,0.2,0.4296296296296296,0.3424338272015983,0.3134389511062551,0.7155555555555555,0.0,0.3333333333333332,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,100,510,403,1,0,0.0,0.1952679589509692,0.6666666666666666,0.19533869885982563,0.9268627990101733,0.6764705882352942,0.9268845033969588,0.4895104895104895,0.4647887323943662,0.48953974895397495,0.605,0.45,0.6055555555555555,0.5636757116697187,0.4079486479104071,0.6311111111111111,0.3333333333333333,0.1666666666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,47,415,391,0,1,0.7254901960784313,0.4660775370581528,0.4666666666666667,0.466130114017438,0.5584272752268353,0.6,0.5583953413134908,0.5615922538999463,0.38028169014084506,0.5618649133293484,0.39,0.2,0.39074074074074067,0.5362077576161146,0.4736410816716744,0.3511111111111111,0.3333333333333333,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,77,415,408,0,0,0.0,0.4646522234891676,0.6787878787878788,0.46462105969148226,0.6024195765740995,0.5235294117647059,0.6023940472339049,0.5653577192038731,0.2323943661971831,0.5654512851165571,0.335,0.15,0.3351851851851852,0.5625104045280508,0.4877082764272057,0.3511111111111111,0.3333333333333333,0.3333333333333332,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,98,415,366,0,1,0.7450980392156863,0.6091790193842644,0.3696969696969697,0.6091549295774648,0.6956282650536156,0.611764705882353,0.6958912973147849,0.49623453469607315,0.28169014084507044,0.496712492528392,0.5349999999999999,0.25,0.5351851851851852,0.667221574829366,0.6439497405080579,0.2311111111111111,0.6666666666666666,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
533,125,415,406,0,1,0.7058823529411765,0.5738312428734321,0.7090909090909091,0.573775989268947,0.11602969480340941,0.4588235294117647,0.11614364283403429,0.2756858526089295,0.5,0.27615062761506276,0.27,0.15,0.27037037037037037,0.15032462127517893,0.3004643540016389,0.49333333333333335,0.0,0.8333333333333331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,67,510,373,0,0,0.0,0.8848346636259976,0.5878787878787879,0.8848088531187123,0.18284300247456695,0.7235294117647059,0.18278874150760271,0.6005917159763313,0.4647887323943662,0.6007172743574417,0.45999999999999996,0.5,0.4592592592592592,0.5798235392042619,0.6700355094236549,0.6133333333333333,0.3333333333333333,0.6666666666666666,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,194,408,408,0,0,0.0,0.1379703534777651,0.6121212121212121,0.1379946344735077,0.7728897442947485,0.8117647058823529,0.7728890326755096,0.5252824098977945,0.38028169014084506,0.5254034668260609,0.9099999999999999,0.05,0.9092592592592592,0.4692858331946065,0.3268232723299645,0.6044444444444445,0.3333333333333333,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,128,415,350,0,1,0.7843137254901961,0.4880273660205245,0.5333333333333333,0.48792756539235416,0.40060489414352485,0.6411764705882353,0.40051763183435785,0.4669176976869285,0.4225352112676056,0.46742378959952174,0.7,0.3,0.7,0.4051939404028635,0.4259765091505054,0.4666666666666667,0.3333333333333333,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
537,190,415,398,0,1,0.43137254901960786,0.47462941847206386,0.5636363636363636,0.47468142186452045,0.5031619466593347,0.5411764705882353,0.5033969589129732,0.26304464766003227,0.4859154929577465,0.2630005977286312,0.425,0.15,0.4259259259259259,0.3241218578325288,0.3916962578530455,0.44,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
538,165,415,343,0,0,0.0,0.6174458380843785,0.7636363636363637,0.6173708920187794,0.524608193566126,0.611764705882353,0.5247492720802329,0.541958041958042,0.6338028169014085,0.5421398684997012,0.62,0.4,0.6203703703703703,0.5996337606126186,0.5950559956296094,0.7555555555555555,0.3333333333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
539,59,408,415,0,0,0.0,0.30729760547320406,0.6848484848484848,0.3073440643863179,0.5955457794885896,0.7352941176470589,0.5956001294079586,0.5225927918235611,0.4154929577464789,0.5230125523012552,0.495,0.15,0.4944444444444444,0.4453138005660064,0.35878175361922965,0.6311111111111111,0.3333333333333333,0.3333333333333332,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,47,408,404,0,1,0.5490196078431373,0.40279361459521096,0.5696969696969697,0.4027498323272971,0.46191916414627443,0.6352941176470588,0.4619864121643481,0.2428725121032813,0.3591549295774648,0.24327555289898387,0.39,0.1,0.39074074074074067,0.24354919260862337,0.30852226167713737,0.4311111111111111,0.0,0.6666666666666666,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,150,415,415,0,1,0.5686274509803921,0.5983466362599772,0.4666666666666667,0.5982562038900067,0.43442397580423425,0.3058823529411765,0.43448722096408926,0.31925766541151157,0.5633802816901409,0.31978481769276745,0.32999999999999996,0.05,0.3296296296296296,0.3863825536873648,0.46913411636164987,0.2311111111111111,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
542,152,415,416,1,1,0.39215686274509803,0.677023945267959,0.7272727272727273,0.6770623742454729,0.6967280725872973,0.5529411764705883,0.6968618570042058,0.650887573964497,0.33098591549295775,0.6509264793783622,0.71,0.15,0.7092592592592593,0.8090561012152491,0.7477465173449876,0.4711111111111111,0.6666666666666666,0.5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,26,415,393,0,0,0.0,0.6684720638540479,0.6606060606060606,0.6685110663983903,0.5952708276051691,0.7588235294117647,0.5952766095114849,0.45293168370091447,0.4295774647887324,0.4530783024506873,0.175,0.3,0.1759259259259259,0.6022973197935744,0.6133570062824365,0.6533333333333333,0.3333333333333333,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,79,510,391,0,1,0.6078431372549019,0.29389965792474343,0.5454545454545454,0.29393024815560026,0.6681330767115755,0.7941176470588235,0.668392106114526,0.14308768154922002,0.4154929577464789,0.1434548714883443,0.61,0.4,0.6092592592592593,0.2503745630098219,0.30032777929527443,0.5955555555555555,0.0,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,95,510,339,0,1,0.5294117647058824,0.3691562143671608,0.6424242424242425,0.369215291750503,0.6843552378333791,0.5294117647058824,0.6845681009382077,0.6584185045723507,0.5774647887323944,0.6586969515839808,0.595,0.15,0.5944444444444444,0.6226069585483603,0.4851133570062825,0.5466666666666666,0.3333333333333333,0.3333333333333332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
546,69,510,418,1,0,0.0,0.7976054732041049,0.5454545454545454,0.7976190476190476,0.6838053340665383,0.5352941176470588,0.6839210611452604,0.39752555137170525,0.5985915492957746,0.397489539748954,0.42000000000000004,0.5,0.42037037037037034,0.7051772931579825,0.7612674132750615,0.5244444444444445,0.3333333333333333,0.6666666666666666,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
547,95,510,378,1,1,0.803921568627451,0.3899657924743444,0.5515151515151515,0.3900067069081154,0.5521033819081661,0.3588235294117647,0.5522484632804917,0.29720279720279713,0.23943661971830985,0.29766885833831436,0.515,0.45,0.5148148148148147,0.3284501415015816,0.357825730674679,0.16444444444444445,0.3333333333333333,0.5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
548,31,415,390,0,1,0.6078431372549019,0.2853477765108324,0.32727272727272727,0.28537894030851774,0.6772064888644488,0.5705882352941176,0.6774506632157878,0.6234534696073157,0.6901408450704225,0.6240286909742977,0.29500000000000004,0.15,0.29444444444444445,0.537706009655402,0.3837749248839115,0.4177777777777778,0.3333333333333333,0.1666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,121,408,364,0,1,0.6078431372549019,0.6758836944127707,0.38181818181818183,0.675888665325285,0.5653010723123454,0.6882352941176471,0.5655127790359107,0.4666487358795051,0.36619718309859156,0.46682606096832036,0.505,0.25,0.5055555555555555,0.6079573830531049,0.634252936356187,0.3511111111111111,0.3333333333333333,0.6666666666666666,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,111,415,364,0,0,0.0,0.4925883694412771,0.3515151515151515,0.4926224010731053,0.503436898542755,0.6352941176470588,0.5033969589129732,0.3647122108660571,0.5,0.36521219366407653,0.395,0.15,0.3944444444444444,0.39670384551356763,0.4273422562141491,0.36444444444444446,0.3333333333333333,0.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,157,415,421,0,0,0.0,0.6399657924743444,0.6727272727272727,0.6400067069081153,0.5518284300247457,0.5823529411764706,0.5519249433840181,0.25121032813340505,0.5985915492957746,0.25164375373580394,0.575,0.1,0.5759259259259258,0.4478108872981522,0.5553127560775745,0.6177777777777778,0.3333333333333333,0.6666666666666666,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,44,510,419,0,0,0.0,0.8212656784492589,0.6787878787878788,0.8212608987256874,0.7093758592246358,0.5411764705882353,0.7094791329666774,0.45508337816030126,0.4014084507042254,0.45546921697549314,0.51,0.2,0.5092592592592592,0.7730980522723492,0.8111171810980605,0.47555555555555556,0.6666666666666666,0.6666666666666666,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,61,510,402,1,0,0.0,0.22291904218928163,0.6242424242424243,0.22283702213279677,0.5386307396205664,0.8764705882352941,0.5386606276285991,0.2280796126949973,0.47183098591549294,0.22833233711894801,0.505,0.3,0.5055555555555555,0.17962377226569015,0.19939907129199666,0.7422222222222222,0.0,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
554,65,415,376,0,0,0.0,0.4238882554161915,0.48484848484848486,0.4238765928906774,0.7121253780588397,0.5529411764705883,0.7123908120349401,0.33969876277568584,0.5211267605633803,0.3401075911536163,0.635,0.3,0.6351851851851852,0.47544531380056626,0.4715924610762087,0.4266666666666667,0.3333333333333333,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,74,415,400,0,1,0.49019607843137253,0.5547320410490307,0.509090909090909,0.5546613011401743,0.32966730822106133,0.6058823529411764,0.3296667745066321,0.4096288327057558,0.29577464788732394,0.4100418410041841,0.655,0.1,0.6555555555555556,0.36424171799567184,0.43403441682600374,0.3244444444444444,0.3333333333333333,0.6666666666666666,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,123,408,336,0,0,0.0,0.45467502850627134,0.4666666666666667,0.454728370221328,0.8353038218311796,0.5411764705882353,0.8353283726949208,0.5478752017213556,0.6126760563380281,0.5481171548117155,0.6,0.2,0.6,0.6956883635758284,0.5935536738596012,0.4533333333333333,0.3333333333333333,0.3333333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,58,408,420,0,1,0.39215686274509803,0.5544469783352337,0.6666666666666666,0.5544936284372904,0.5875721748693978,0.5235294117647059,0.5875121319961177,0.5739644970414202,0.4154929577464789,0.5744172145845785,0.475,0.1,0.47592592592592586,0.6159480605959715,0.5670581808249113,0.4533333333333333,0.3333333333333333,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
558,74,408,339,0,0,0.0,0.4962941847206385,0.5818181818181818,0.49631120053655264,0.690404179268628,0.5529411764705883,0.6903914590747331,0.6304464766003228,0.6338028169014085,0.6306037059175135,0.41500000000000004,0.25,0.4148148148148148,0.6772099217579491,0.5714285714285714,0.5644444444444444,0.3333333333333333,0.3333333333333332,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,125,415,378,0,0,0.0,0.3757126567844926,0.5878787878787879,0.37575452716297786,0.3758592246356887,0.5882352941176471,0.3759301197023617,0.7665411511565358,0.6056338028169014,0.7668858338314404,0.385,0.3,0.3851851851851852,0.499583818877976,0.36943458071565144,0.5822222222222222,0.3333333333333333,0.3333333333333332,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,80,415,342,0,0,0.0,0.4578107183580387,0.6242424242424243,0.45774647887323944,0.6516359637063515,0.6411764705882353,0.6518925913943707,0.5968262506724045,0.3873239436619718,0.597130902570233,0.5349999999999999,0.05,0.5351851851851852,0.6144498085566842,0.5249931712646818,0.4888888888888889,0.3333333333333333,0.3333333333333332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
561,53,408,422,0,1,0.35294117647058826,0.4184720638540479,0.6484848484848484,0.41851106639839036,0.8523508386032445,0.49411764705882355,0.8524749272080233,0.4182356105433028,0.6830985915492958,0.4184100418410041,0.36,0.35,0.3592592592592592,0.5966372565340439,0.5239005736137667,0.6088888888888889,0.3333333333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
562,99,408,389,0,1,0.5490196078431373,0.5721208665906499,0.5333333333333333,0.5720992622401072,0.7264228759967005,0.6823529411764706,0.7266256874797801,0.4020979020979021,0.4859154929577465,0.4022713687985654,0.45499999999999996,0.25,0.4555555555555555,0.6032961544864326,0.5992898115269051,0.5333333333333333,0.3333333333333333,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
563,99,415,406,0,0,0.0,0.41505131128848344,0.6424242424242425,0.41498993963782693,0.2702777014022546,0.6235294117647059,0.27046263345195726,0.5583647122108661,0.352112676056338,0.5588762701733414,0.545,0.25,0.5444444444444444,0.3351090394539704,0.3210871346626605,0.48444444444444446,0.3333333333333333,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,66,415,417,0,1,0.5686274509803921,0.6539338654503991,0.6303030303030303,0.6539235412474849,0.7077261479241133,0.49411764705882355,0.7078615334843092,0.5602474448628295,0.6056338028169014,0.5606694560669455,0.4,0.05,0.4,0.7358082237389714,0.6901119912592187,0.52,0.3333333333333333,0.5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,97,510,390,0,0,0.0,0.6014823261117446,0.46060606060606063,0.6014419852448021,0.5196590596645587,0.5882352941176471,0.5198964736331284,0.2684238838084992,0.4859154929577465,0.26897788404064554,0.23500000000000001,0.2,0.23518518518518516,0.4051939404028635,0.4892105981972139,0.40444444444444444,0.3333333333333333,0.6666666666666666,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,75,510,385,0,1,0.7254901960784313,0.3463511972633979,0.5878787878787879,0.34641180415828304,0.7462194116029695,0.6470588235294118,0.7463604011646716,0.606508875739645,0.4507042253521127,0.6066945606694559,0.5650000000000001,0.25,0.5648148148148148,0.6136174463126352,0.4785577711007921,0.5244444444444445,0.3333333333333333,0.3333333333333332,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,85,510,362,1,0,0.0,0.6157354618015963,0.44242424242424244,0.6156941649899396,0.5174594445971955,0.6882352941176471,0.517631834357813,0.3332436793975255,0.45774647887323944,0.3335325762104005,0.18,0.35,0.1796296296296296,0.4504744464791078,0.5105162523900573,0.4622222222222222,0.3333333333333333,0.6666666666666666,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,108,510,329,0,0,0.0,0.8352337514253135,0.5333333333333333,0.835177733065057,0.44157272477316467,0.5941176470588235,0.4416046586865092,0.3246369015599785,0.38028169014084506,0.3251643753735804,0.5,0.3,0.5,0.5380389545530216,0.6789128653373395,0.40444444444444444,0.3333333333333333,0.8333333333333331,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,133,408,344,1,1,0.6274509803921569,0.6302736602052451,0.8303030303030303,0.6302816901408451,0.7283475391806433,0.5823529411764706,0.7285668068586217,0.391877353415815,0.528169014084507,0.392109982068141,0.77,0.2,0.7703703703703704,0.642583652405527,0.668396612947282,0.6977777777777778,0.3333333333333333,0.6666666666666666,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,51,510,406,0,0,0.0,0.5173888255416191,0.6545454545454545,0.5174379610999329,0.5413802584547704,0.5117647058823529,0.5415723066968618,0.44109736417428724,0.6056338028169014,0.4411237298266587,0.515,0.1,0.5148148148148147,0.48543366072914923,0.48989347172903575,0.5555555555555556,0.3333333333333333,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,186,415,335,0,1,0.5098039215686274,0.21180159635119725,0.6484848484848484,0.21177062374245473,0.48748968930437175,0.6823529411764706,0.4875444839857651,0.7345346960731577,0.4014084507042254,0.734608487746563,0.725,0.15,0.7259259259259259,0.46295988013983713,0.3007375034143677,0.5555555555555556,0.3333333333333333,0.1666666666666666,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,44,415,355,1,0,0.0,0.177594070695553,0.5575757575757576,0.17756539235412475,0.756117679406104,0.4823529411764706,0.7563895179553543,0.3106508875739645,0.528169014084507,0.31081888822474596,0.54,0.15,0.5407407407407407,0.33710670883968713,0.2758809068560503,0.4177777777777778,0.3333333333333333,0.3333333333333332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
573,64,408,410,0,1,0.6078431372549019,0.6516533637400228,0.5333333333333333,0.6515761234071094,0.6832554302996976,0.6411764705882353,0.6832740213523132,0.38703604088219473,0.6408450704225352,0.3873281530185296,0.45,0.05,0.45,0.6141168636590647,0.6419011199125922,0.5822222222222222,0.3333333333333333,0.6666666666666666,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,44,510,419,0,0,0.0,0.6502280501710376,0.7333333333333333,0.6502347417840376,0.76024195765741,0.4647058823529412,0.7602717567130378,0.6901559978483056,0.30985915492957744,0.690376569037657,0.495,0.25,0.4944444444444444,0.8490094889295825,0.7458344714558864,0.40444444444444444,0.6666666666666666,0.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
575,114,415,351,0,1,0.7058823529411765,0.8834093500570125,0.5454545454545454,0.8832997987927566,0.5507286224910641,0.5235294117647059,0.5509543836945973,0.43114577729962344,0.5070422535211268,0.4315600717274357,0.71,0.1,0.7092592592592593,0.7051772931579827,0.804015296367113,0.4222222222222222,0.3333333333333333,0.8333333333333331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
576,92,415,349,0,0,0.0,0.5755416191562144,0.4484848484848485,0.5754527162977867,0.6235908715974705,0.7,0.6237463604011647,0.5225927918235611,0.33098591549295775,0.5230125523012552,0.6849999999999999,0.3,0.6851851851851851,0.6252705177293161,0.603113903305108,0.39111111111111113,0.3333333333333333,0.5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
